ID,域,グループ,言語,全著者名,標題,掲載誌名,巻,号,開始ページ,終了ページ,出版年月日,DOI,PubmedID,業績種別,業績詳細種別,査読,責任著者,,IF
52,臨床医学域,呼吸器外科学,jpn,"岡村,純子;後藤,行延;柳原,隆宏;小林,尚寛;菊池,慎二;佐藤,幸夫",浸潤性胸腺腫に対する拡大胸腺摘出術後に心膜切開後症候群を来した1例,日本呼吸器外科学会雑誌,33,4,476,481,2019,10.2995/jacsurg.33.476,,論文,学術雑誌,1,0,,#N/A
53,臨床医学域,心臓血管外科学,eng,"Yamamoto, Ryuhei;Kaminishi, Yuichiro;Konishi, Takahiro;Nakajima, Tomomi;Abe, Tetsuya;Hiramatsu, Yuji;Mori, Kensaku",Hybrid surgical and endovascular repair for anastomotic pseudoaneurysms after total arch replacement,Minimally Invasive Therapy and Allied Technologies,Epub,,1,4,2019-10,10.1080/13645706.2019.1683031,31663409,論文,学術雑誌,1,1,,#N/A
53,臨床医学域,心臓血管外科学,eng,"Watanabe, Atsuyuki;Kato, Hideyuki;Mathis, Bryan J;Matsubara, Muneaki;Gomi, Seigo;Sakamoto, Hiroaki;Hiramatsu, Yuji",Surgical Correction of Adult Unrepaired Tetralogy of Fallot to Facilitate Stage IIIA Uterine Cancer Treatment,World Journal for Pediatric and Congenital Heart Surgery,10,6,796,798,2019-11,10.1177/2150135119872479,31701837,論文,学術雑誌,1,1,,#N/A
53,臨床医学域,心臓血管外科学,eng,"Matsuishi Y, Shimojo N, Unoki T, Sakuramoto H, Tokunaga C, Yoshino Y, Hoshino H, Ouchi A, Kawano S, Sakamoto H, Hiramatsu Y, Inoue Y.",Type D personality is a predictor of prolonged acute brain dysfunction (delirium/coma) after cardiovascular surgery,BMC Psychology,7,1,27,,2019-05,10.1186/s40359-019-0303-2,31046844,論文,学術雑誌,0,0,,#N/A
53,臨床医学域,心臓血管外科学,jpn,石川伸行，堀米仁志，村上卓，高橋実穂，野崎良寛，林立申，塩野淳子，平松祐司，柳沢裕美,"左単一冠動脈の拡張を伴い，SHOC2 遺伝子異常が
認められた Noonan 症候群の 1 例",日本小児循環器学会雑誌,35,2,127,131,2019-05,10.9794/jspccs.35.127,,論文,学術雑誌,1,0,,#N/A
54,臨床医学域,小児外科学,jpn,"根本　悠里, 増本　幸二, 新開　統子, 田中　尚, 相吉　翼, 石川　未来,佐々木　理人, 千葉　史子, 小野　健太郎
", 小児生体肝移植後に肝切離面での腸管癒着により腸閉塞を来たした1例,日小外会誌,56,1,66,70,2020-01,10.11164/jjsps.56.1_66,,論文,学術雑誌,1,0,,#N/A
54,臨床医学域,小児外科学,jpn,"高安, 肇;増本幸二",【外来必携フォローのポイント-いつまで何をみるか】先天性腸閉鎖症,小児外科,51,7,678,683,2019-07,,,論文,学術雑誌,0,1,,#N/A
54,臨床医学域,小児外科学,jpn,"五藤　周, 増本　幸二",【境界領域の診療】外科的疾患　肥厚性幽門狭窄症,小児内科,51,10,1497,1500,2019-10,,,論文,学術雑誌,0,0,,#N/A
54,臨床医学域,小児外科学,eng,"Tanaka Y, Masumoto K, Ishige K, Fukuda K, Shinkai T, Takayasu H",A Case of Long-Term Survival with Own Liver in the Patient of Biliary Atresia Who Developed Hepatocellular Carcinoma. ,Archives of Clinical and Medical Case Reports,4,1,110,118,2020-01,10.26502/acmcr.96550175,2575-9655,論文,学術雑誌,1,0,,#N/A
54,臨床医学域,小児外科学,jpn,"川見,明央;高安,肇;増本,幸二;千葉,史子;田中,尚;相吉,翼;佐々木,理人;五藤,周;瓜田,泰久;新開,統子",外傷を契機に術前診断し得た副脾捻転梗塞の1例,日本小児外科学会雑誌,55,5,951,956,2019-05,10.11164/jjsps.55.5_951,,論文,学術雑誌,1,0,,#N/A
54,臨床医学域,小児外科学,jpn,相吉　翼，増本　幸二,小児複雑性虫垂炎における手術時腹水培養に基づく抗菌薬選択,日臨外会誌,80,10,1785,1790,2019-10,10.3919/jjsa.80.1785,1882-5133,論文,学術雑誌,1,0,,#N/A
54,臨床医学域,小児外科学,jpn,"神保　教広, 増本　幸二","特集　そこが知りたいシリーズ：手術で必要な局所解剖（腹部編）
Diamond吻合術（先天性十二指腸閉鎖・狭窄症）
",小児外科,52,2,118,125,2020-03,,,論文,学術雑誌,0,1,,#N/A
54,臨床医学域,小児外科学,jpn,"相吉　翼，増本　幸二，小野　健太郎，新開　統子，高安　肇，森　健作，
増本  智彦
","特集　小児外科における他診療科連携    
小児外傷性脾損傷に対してtranscatheter arterial embolizationを施行した3例
",小児外科,52,3,259,262,2020-03,,,論文,学術雑誌,0,0,,#N/A
54,臨床医学域,小児外科学,jpn,増本　幸二,肥厚性幽門狭窄症,臨検,63,4,562,563,2019-04,10.11477/mf.1542202011,0485-1420,論文,学術雑誌,0,1,,#N/A
54,臨床医学域,小児外科学,jpn,"石川　未来, 増本　幸二, 瓜田　泰久",放射線治療10年後に腸管穿孔を来した放射線腸炎の1例,日小外会誌,55,7,1175,1181,2019-07,10.11164/jjsps.55.7_1175,,論文,学術雑誌,1,0,,#N/A
55,臨床医学域,消化器外科学,eng,"Kuroda, Yukihito;Hisakura, Katsuji;Akashi, Yoshimasa;Enomoto, Tsuyoshi;Oda　Tatsuya",A Case of Sigmoid Colon Perforation Presenting With Pneumomediastinum,International Journal of Surgery Case Reports,12,,1,5,2019,10.1093/jscr/rjz359,31867098,論文,学術雑誌,1,1,,#N/A
55,臨床医学域,消化器外科学,eng,"Joichi Usui, Hirayasu Kai, Shuzo Kaneko, Mayumi Takahashi-Kobayashi, Masahiro Hagiwara, Kazuhiro Takahashi, Tatsuya Oda,Kunihiro Yamagata",Kidney Transplant Patient With Immunoglobulin A Nephropathy Subsequently Diagnosed as Concurrent Autosomal Dominant Polycystic Kidney Disease During 17-year Follow-Up,CEN Case Reports,9,,106,108,2019,,,論文,学術雑誌,1,0,,#N/A
55,臨床医学域,消化器外科学,eng,"Kitaguchi, Daichi;Enomoto, Tsuyoshi;Ohara, Yusuke;Owada, Yohei;Hisakura, Katsuji;Akashi, Yoshimasa;Takahashi, Kazuhiro;Ogawa, Koichi;Shimomura, Osamu;Oda, Tatsuya",Laparoscopic surgery for diverticular colovesical fistula: single-center experience of 11 cases,BMC Research Notes,13,1,177,,2020-03,10.1186/s13104-020-05022-4,32209133,論文,学術雑誌,1,1,,#N/A
55,臨床医学域,消化器外科学,eng,"古田智章;古屋, 欽司　;鄭, 允文;小田　竜也",Novel alternative transplantation therapy for orthotopic liver transplantation in liver failure: A systematic review,World Journal of Transplantation,10,3,64,78,2020-03,10.5500/wjt.v10.i3.64,32257850,論文,学術雑誌,1,1,,#N/A
55,臨床医学域,消化器外科学,eng,"Miyamoto, Ryoichi; Kikuchi, Kazunori; Uchida, Atsushi; Ozawa, Masayoshi; Sano, Naoki; Tadano, Sosuke; Inagawa, Satoshi; Oda, Tatsuya; Ohkohchi, Nobuhiro",Pathological complete response after preoperative chemotherapy including FOLFOX plus bevacizumab for locally advanced rectal cancer: A case report and literature review,INTERNATIONAL JOURNAL OF SURGERY CASE REPORTS,62,,85,88,2019,10.1016/j.ijscr.2019.08.010,31476559,論文,学術雑誌,1,0,,#N/A
55,臨床医学域,消化器外科学,jpn,酒井正史、那須克宏、檜山貴志、石黒 聡尚、森健作、小田竜也、坂下信悟、南学,Polycystic liver diseaseとの鑑別が困難であった腎癌の同時性嚢胞性肝転移の1例(原著論文/症例報告/特集),臨床放射線,64,7,897,901,2019,,,論文,学術雑誌,1,0,,#N/A
55,臨床医学域,消化器外科学,eng,"Homma, Yuki; Honda, Goro; Kurata, Masanao; Ome, Yusuke; Doi, Manami; Yamamoto, Jun",Pure laparoscopic right posterior sectionectomy using the caudate lobe-first approach,Surgical endoscopy,33,11,3851,3857,2019-06,10.1007/s00464-019-06877-w,31183798,論文,学術雑誌,1,0,,#N/A
55,臨床医学域,消化器外科学,jpn,高橋一広、倉田昌直､佐藤藤夫、茂木芳賢、小田竜也、大河内信弘,右房内腫瘍栓を伴う進行肝細胞癌に対する人工心肺使用下肝切除,手術 ,73,4,567,578,2019,,,論文,学術雑誌,1,-,,#N/A
55,臨床医学域,消化器外科学,jpn,"小田, 竜也;榎本剛史;倉田昌直;久倉勝治;明石義正;小川光一;大原佑介;高橋一広;下村, 治;大和田洋平;古屋欽司;橋本真治",外科医が責任著者である基礎研究論文の国際比較,日本外科学会雑誌,120,6,728,731,2019,,,論文,学術雑誌,1,1,,#N/A
55,臨床医学域,消化器外科学,jpn,"高橋, 一広;福田佳奈子;井上貴昭;山縣香織;高野恵輔;小田竜也;鈴木裕明;山縣邦弘",学校教育を通した移植医療と臓器提供の啓発ー中高生対象「いのちの学習会」,日本臨床腎移植学会雑誌,7,2,167,173,2019-12,,,論文,学術雑誌,1,1,,#N/A
55,臨床医学域,消化器外科学,jpn,宮本良一、大城幸雄、小田竜也、大河内信弘,残膵容積値が膵癌術後短期成績、長期成績に与える影響(会議録),膵臓,34,3,A379,380,2019,,,論文,学術雑誌,1,-,,#N/A
55,臨床医学域,消化器外科学,jpn,"山縣, 香織;高橋, 一広;鈴木, 裕明;福田, 佳奈子;大河内, 信弘;山縣, 邦弘",小学校教育から生命倫理を　臓器移植普及啓発活動の社会的意義,日本臨床腎移植学会雑誌,7,2,167,173,2019-12,,,論文,学術雑誌,1,-,,#N/A
55,臨床医学域,消化器外科学,jpn,"福田佳奈子;山縣香織;中野潤子;高橋, 一広;鈴木裕明;山縣邦弘",臓器移植授業を受けた高校生の保護者への臓器提供意識調査～保護者が子どもから受け取る情報と臓器提供意識の関連～,移植,55,1,13,19,2020-01,10.11386/jst.55.1_13,,論文,学術雑誌,1,0,,#N/A
55,臨床医学域,消化器外科学,jpn,"杉, 朋幸;高久, 秀哉;貝塚, 博行;田野井, 智倫;東, 和明;小田, 竜也",注型用ウレタン樹脂による胃内異物の1例,日本臨床外科学会雑誌,81,3,468,472,2020-03,10.3919/jjsa.81.468,,論文,学術雑誌,1,-,,#N/A
55,臨床医学域,消化器外科学,jpn,小松崎修平、倉田昌直、榎本剛史、宮崎貴寛、高橋一広、小田竜也,虫垂炎穿孔と識別困難だったサイトメガロウイルス腸炎による回腸穿孔の1例,日本臨床外科学会雑誌 ,80,12,2190,2195,2019,,,論文,学術雑誌,1,1,,#N/A
55,臨床医学域,消化器外科学,jpn,"高橋　彩;倉田昌直;赤坂匡弥;佐々木貴子;室永彩七;野口茂樹;高橋一広;下村, 治;小田, 竜也",腹腔鏡下肝切除術における褥瘡予防へむけた取り組み,日本手術医学会誌,40,3,133,138,2019,,,論文,学術雑誌,1,-,,#N/A
56,臨床医学域,脳神経外科学,eng,"Takahashi, Toshihide; Takada, Tomoya; Narushima, Takeshi; Tsukada, Atsuro; Ishikawa, Eiichi; Matsumura, Akira",Correlation Between Bone Density and Lumbar Compression Fractures,Gerontology and geriatric medicine,6,,,,2020-03,10.1177/2333721420914771,32232115,論文,学術雑誌,1,1,,#N/A
56,臨床医学域,脳神経外科学,eng,"Takagi, Toshinori; Yoshimura, Shinichi; Sakai, Nobuyuki; Iihara, Koji; Oishi, Hidenori; Hirohata, Masaru; Matsumaru, Yuji; Matsumoto, Yasushi; Yamagami, Hiroshi; Menon, Bijoy K; Almekhlafi, Mohammed; Holodinsky, Jessalyn K; Kamal, Noreen; Hill, Michael D; Goyal, Mayank",Distribution and current problems of acute endovascular therapy for large artery occlusion from a two-year national survey in Japan,International journal of stroke : official journal of the International Stroke Society,15,3,289,298,2019-08,10.1177/1747493019869706,31409212,論文,学術雑誌,1,0,,#N/A
56,臨床医学域,脳神経外科学,eng,"Tsurushima, Hideo;Mizukami, Masafumi;Yoshikawa, Kenichi;Ueno, Tomoyuki;Hada, Yasushi;Gosho, Masahiko;Kohno, Yutaka;Hashimoto, Koichi;Iizumi, Yuichi;Kikuchi, Toshihiro;Matsumura, Akira",Effectiveness of a Walking Program Involving the Hybrid Assistive Limb Robotic Exoskeleton Suit for Improving Walking Ability in Stroke Patients: Protocol for a Randomized Controlled Trial,JMIR research protocols,8,10,,,2019-04,10.2196/14001,31605515,論文,学術雑誌,1,1,,#N/A
56,臨床医学域,脳神経外科学,eng,"Z, Miyake;Y, Tomidokoro;T, Tsurubuchi;Matsumura, A;N, Sakamoto;M, Noguchi;A, Tamaoka",Intravascular large B-cell lymphoma presenting with hearing loss and dizziness: A case report.,Medicine (Baltimore),98,,7,,2019,10.1097/MD.0000000000014470,30762766,論文,学術雑誌,1,0,,#N/A
56,臨床医学域,脳神経外科学,eng,"M, Sato;Matsumaru, Yuji;T, Amano;Y, Kamiya",Orbital Arteriovenous Fistula around the Optic Nerve Treated by Transvenous Embolization. ,Turk Neurosurg,29,2,303,305,2019,10.5137/1019-5149.JTN.21114-17.2,29165748,論文,学術雑誌,1,1,,#N/A
56,臨床医学域,整形外科学,eng,"Takaki, Sho;Takemura, Masahiro;Imoo, Yoshiyuki;Furukawa, Takuo;Shimasaki, Tatsuya;Miyakawa, Shumpei;Kaneoka, Koji;Oagki, Ryo",Physical Characteristics of University Rugby Union Players with Low Back Pain Focusing on Lumbopelvic Alignment and Standing Balance.,Football Science,16,,40,50,2019-10,,,論文,学術雑誌,1,0,,#N/A
56,臨床医学域,脳神経外科学,eng,"K, Sakakura;E, Ishikawa;M, Matsuda;H, Akutsu;Y, Masuda;A, Zaboronok;S, Takano;Matsumura, A",Postoperative epileptic seizures after brain tumor surgery. ,Interdisciplinary Neurosurgery,19,,,,2019,10.1016/j.inat.2019.100549,,論文,学術雑誌,1,1,,#N/A
56,臨床医学域,脳神経外科学,eng,"H, Matsumura;Y, Ito;K, Uemura;Y, Nakai;Y, Komatsu;E, Ishikawa;Y, Matsumaru;Matsumura, Akira",Prediction of the Cerebral Hyperperfusion Phenomenon after Carotid Endarterectomy Using a Transit Time Flowmeter.,Neurol Med Chir (Tokyo),60,2,94,100,2019,10.2176/nmc.oa.2019-0114,31866664,論文,学術雑誌,1,1,,#N/A
56,臨床医学域,脳神経外科学,eng,"K, Sakakura;T, Tsurubuchi;T, Masumoto;A, Muroi;E, Ishikawa;Matsumura, A",Primary cavernous sinus germinoma with atypical extension pattern: a case report and review of the literature.,Child's Nervous System,35,9,1615,,2019,10.1007/s00381-019-04092-5,30796559,論文,学術雑誌,1,1,,#N/A
56,臨床医学域,脳神経外科学,eng,"Muroi, Ai;Mizumoto, Masashi;Ishikawa, Eiichi;Ihara, Satoshi;Fukushima, Hiroko;Tsurubuchi, Takao;Sakurai, Hideyuki;Matsumura, Akira",Proton therapy for newly diagnosed pediatric diffuse intrinsic pontine glioma,Child's Nervous System,36,3,507,512,2019-11,10.1007/s00381-019-04420-9,31728705,論文,学術雑誌,1,1,,#N/A
56,臨床医学域,脳神経外科学,eng,"Sakakura, Kazuki;Muroi, Ai;Tsurubuchi, Takao;Takano, Shingo;Ishikawa, Eiichi;Matsumura, Akira",Pure germinoma occurring 11 years after total pineal mature teratoma removal: a case report and review of the literature,Child's Nervous System,35,12,2423,2426,2019-08,10.1007/s00381-019-04332-8,31385089,論文,学術雑誌,1,1,,#N/A
56,臨床医学域,整形外科学,eng,"Kim, Da Yoon;Miyakawa, Shumpei;Fukuda, Takashi;Takemura, Masahiro",Sex Differences in Iliotibial Band Strain under Different Knee Alignments,"PM & R : the journal of injury, function, and rehabilitation",Epub,,,,2019-10,10.1002/pmrj.12255,31583829,論文,学術雑誌,1,0,,#N/A
56,臨床医学域,脳神経外科学,eng,"Hirata, Koji;Muroi, Ai;Tsurubuchi, Takao;Fukushima, Hiroko;Suzuki, Ryoko;Yamaki, Yuni;Ishikawa, Eiichi;Matsumura, Akira",Time to diagnosis and clinical characteristics in pediatric brain tumor patients,Child's Nervous System,36,9,2047,2054,2020-03,10.1007/s00381-020-04573-y,32157367,論文,学術雑誌,1,1,,#N/A
56,臨床医学域,脳神経外科学,eng,"Hirata, Koji;Ito, Yoshiro;Tsuruta, Wataro;Takigawa, Tomoji;Marushima, Aiki;Sato, Masayuki;Hayakawa, Mikito;Nakai, Yasunobu;Kato, Noriyuki;Uemura, Kazuya;Suzuki, Kensuke;Matsumaru, Yuji;Hyodo, Akio;Ishikawa, Eiichi;Matsumura, Akira",Treatment outcomes of cerebral aneurysms presenting with optic neuropathy: A retrospective case series. ,Asian Journal of Neurosurgery,14,2,499,505,2019,10.4103/ajns.AJNS_294_18,31143269,論文,学術雑誌,1,1,,#N/A
56,臨床医学域,脳神経外科学,jpn,"山崎,友郷;加藤,徳之;佐藤,允之;松村,明",コイル塞栓術後脳動脈瘤に対する開頭クリッピング術 ─瘤のcollapsibilityの観点からの検討─,脳卒中の外科,47,4,231,235,2019,10.2335/scs.47.231,,論文,学術雑誌,0,0,,#N/A
56,臨床医学域,脳神経外科学,jpn,"後藤正幸;伊藤嘉朗;塚田和明;中村和弘;上村和也;石川栄一;松村, 明",一般救急病院において外科的治療を行なった小児頭部外傷のうち、高次脳機能障害を残遺した例の検討．,Neurological Surgery ,47,9,949,56,2019,,,論文,学術雑誌,1,0,,#N/A
56,臨床医学域,脳神経外科学,jpn,"早川, 幹人",急性期脳梗塞に対する血栓回収療法のエビデンスと適応．　,臨床神経学,59,2,77,83,2019,,2019129322,論文,解説その他,1,1,,#N/A
56,臨床医学域,脳神経外科学,jpn,"早川, 幹人",急性期脳主幹動脈閉塞の画像診断update,脳神経外科ジャーナル,28,12,768,776,2019,10.7887/jcns.28.768,2020046226,論文,解説その他,1,1,,#N/A
56,臨床医学域,脳神経外科学,jpn,"早川, 幹人",超急性期フローチャート,Brain Nursing,35,3,14,15,2019-06,,,論文,解説その他,0,1,,#N/A
56,臨床医学域,脳神経外科学,jpn,"早川, 幹人",超急性期脳梗塞に対する再開通療法の現在,脳神経外科,47,6,607,617,2019,10.11477/mf.1436203995,2019266871,論文,解説その他,1,1,,#N/A
56,臨床医学域,脳神経外科学,jpn,"阿久津, 博義",特集９「下垂体腺腫」、術後の治療・管理がひと目でわかる．,脳神経疾患別　病態関連MAP,35,9,38,41,2019,,,論文,解説その他,0,1,,#N/A
56,臨床医学域,脳神経外科学,jpn,"人見　剛;松原俊二;盛武　敬;孫　略;村　正勝;松本博樹;草地文子;松丸, 祐司;宇野昌明",脳血管撮影における患者被ばく防護の最適化への第一歩　血管撮影装置表示値による撮影目的・疾患群別診断参考レベル設定の可能性調査．,日本放射線技術学会雑誌 ,75,3,263,9,2019,,2019215746,論文,学術雑誌,1,0,,#N/A
56,臨床医学域,脳神経外科学,jpn,"早川, 幹人",脳卒中診療update,内科,123,6,1219,1225,2019,,2019250759,論文,解説その他,1,1,,#N/A
57,臨床医学域,整形外科学,jpn,"安部哲哉, 長島克弥, 國府田正雄, 三浦紘世, 柴尾洋介, 俣木健太朗, 熊谷洋, 松井彩乃, 野口裕史, 船山徹, 山﨑正志.",「第3の」中下位頚椎スクリュー刺入法: 椎孔周囲スクリューを併用した頭蓋/頚椎後方固定術の臨床成績. ,J.Spine Res. ,10,10,1432,1436,2019-10,,,論文,学術雑誌,1,1,,#N/A
57,臨床医学域,整形外科学,eng,"Yoshikawa K, Mutsuzaki H, Sano A, Kiguchi N, Shimizu Y, Kishimoto H, Takeuchi R. ",A case of an elderly hip disarticulation amputee with rheumatoid arthritis who regained the ability to walk using a hip prosthesis. ,The Journal of Physical Therapy Science,31,,366,370,2019-04,10.1589/jpts.31.366,31037011,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Nakagawa, Shogo;Mutsuzaki, Hirotaka;Mataki, Yuki;Takeuchi, Ryoko;Kamada, Hiroshi",A new tendon-lengthening technique using a tendon stripper for knee flexion contracture in a cerebral palsy patient,Journal of Orthopaedics,18,,110,112,2020-03,10.1016/j.jor.2019.09.003,32021014,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Funayama, Toru;Noguchi, Hiroshi;Kumagai, Hiroshi;Yoshioka, Tomokazu;Yamazaki, Masashi",A Novel Unidirectional Porous β-tricalcium Phosphate Bone Substitute in Orthopedic Surgery: A Technical Note and Case Illustrations,Cureus,12,3,e7465,,2020-03,10.7759/cureus.7465,32351844,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Funayama, Toru;Tsukanishi, Toshinori;Kumagai, Hiroshi;Noguchi, Hiroshi;Izawa, Shigeo;Abe, Tetsuya;Miura, Kousei;Nagashima, Katsuya;Mataki, Kentaro;Shibao, Yosuke;Sato, Kosuke;Koda, Masao;Yamazaki, Masashi",A novel unidirectional porous β-tricalcium phosphate grafting for vertebral fracture in the elderly: preliminary case series,Journal of rural medicine : JRM,14,2,211,215,2019-11,10.2185/jrm.3017,31788144,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Funayama, Toru;Noguchi, Hiroshi;Mataki, Kentaro;Yamazaki, Masashi",A Novel Unidirectional Porous β-tricalcium Phosphate Grafting Impregnated with Bone Marrow Blood Collected from Unfractured Vertebral Bodies for Non-union of Osteoporotic Vertebral Fracture: A Preliminary Case Report,Journal of orthopaedic case reports,9,6,50,53,2019-12,10.13107/jocr.2019.v09.i06.1584,32548028,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,jpn,"朝田智之, 六崎裕高, 北島祐二. ",Bリーグ・プロバスケットボールチームにおける3年間の傷害分析,整スポ会誌,39,3,285,289,2019-07,,,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,jpn,"中川翔太, 宮田樹, 河野衛, 田中ハルカ,上杉雅文. ",Calcific uremic arteriolopathyに合併した広範な殿部膿瘍の1例. ,整形・災害外科.,62,6,809,812,2019-05,,,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Koda, Masao; Motegi, Hiroyuki; Shimizu, Yasuhito; Sato, Jun; Murakami, Masazumi; Furuya, Takeo; Ijima, Yasushi; Saito, Junya; Kitamura, Mitsuhiro; Orita, Sumihisa; Inage, Kazuhide; Ohtori, Seiji; Abe, Tetsuya; Noguchi, Hiroshi; Funayama, Toru; Yamazaki, Masashi",Communication about incisional hernia through an iliac crest bone harvest site after reoperative cervical anterior fusion,Interdisciplinary Neurosurgery,17,,69,71,2019-09,10.1016/j.inat.2019.02.012,,論文,学術雑誌,1,1,,#N/A
57,臨床医学域,整形外科学,eng,"Kubota S, Abe T, Kadone H, Shimizu Y, Funayama T, Watanabe H, Marushima A, Koda M, Hada Y, Sankai Y, Yamazaki M. ",Hybrid assistive limb (HAL) treatment for patients with severe thoracic myelopathy due to ossification of the posterior longitudinal ligament (OPLL) in the postoperative acute/subacute phase: A clinical trial. ,The Journal of Spinal Cord Medicine,42,4,517,525,2019-07,10.1080/10790268.2018.1525975,30335588,論文,学術雑誌,1,1,,#N/A
57,臨床医学域,整形外科学,eng,"Nakagawa, Shogo;Mutsuzaki, Hirotaka;Mataki, Yuki;Endo, Yusuke;Kamada, Hiroshi;Yamazaki, Masashi",Improvement and sustainability of walking ability with hybrid assistive limb training in a patient with cerebral palsy after puberty: a case report,Journal of Physical Therapy Science,31,8,633,637,2019-08,10.1589/jpts.31.633,31528000,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Koyama K, Takahashi H, Inoue M, Okawa A, Nakajima A, Sonobe M, Akatsu Y, Saito J, Taniguchi S, Yamada M, Yamamoto K, Aoki Y, Furuya T, Koda M, Yamazaki M, Ohtori S, Nakagawa K. ",Intradural metastasis to the cauda equina found as the initial presentation of breast cancer: a case report. ,Journal of Medical Case Reports,13,1,220,,2019-07,10.1186/s13256-019-2155-z,31324210,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Mishima H;Nishino T, Ochiai F,Yoshizawa T,Mishima H,Yamazaki M",Isolated Distal Fibular Stress Fracture after Total Hip Arthroplasty in a Patient with Developmental Dysplasia of the Hip.,Case Reports in Orthopedics,20,,4218719,,2020-01,10.1155/2020/4218719,32395361,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Kasai T, Kamada H, Tomaru Y, Tsukagoshi Y, Nishino T, Yamazaki M, Miyakawa S, Shiraki H. ",Longitudinal changes in musculoskeletal findings of elementary and junior high school students: a 1-year prospective study. ,The Journal of Physical Fitness and Sports Medicine,9,2,53,64,2020-03,10.7600/jpfsm.9.53,,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Ikumi, A.; Sakuyama, N.; Takatori, N.; Kamitani, T.; Miyazaki, S.; Nimura, Y.; Maffulli, N.; Malliaropoulos, N. G.; Nagahiro, S. ",Matside Medical Aid during Judo Competition in Japan. ,"Muscles, Ligaments and Tendons Journal",9,4,627,634,2020-10,10.32098/mltj.04.2019.19,,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Nakagawa, Shogo;Mutsuzaki, Hirotaka;Mataki, Yuki;Endo, Yusuke;Matsuda, Mayumi;Yoshikawa, Kenichi;Kamada, Hiroshi;Yamazaki, Masashi",Newly developed hybrid assistive limb for pediatric patients with cerebral palsy: a case report,Journal of Physical Therapy Science,31,8,702,707,2019-09,10.1589/jpts.31.702,31528013,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Kikuchi, Naoya;Yoshioka, Tomokazu;Taniguchi, Yu;Sugaya, Hisashi;Arai, Norihito;Kanamori, Akihiro;Yamazaki, Masashi","Optimization of leukocyte-poor platelet-rich plasma preparation: a validation study of leukocyte-poor platelet-rich plasma obtained using different preparer, storage, and activation methods",Journal of experimental orthopaedics,6,1,24,,2019-06,10.1186/s40634-019-0190-8,31161535,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Hassan, Modar;Yagi, Keisuke;Kadone, Hideki;Ueno, Tomoyuki;Mochiyama, Hiromi;Suzuki, Kenji",Optimized Design of a Variable Viscosity Link for Robotic AFO,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2019,,6220,6223,2019-07,10.1109/EMBC.2019.8856773,31947264,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Taniguchi Y, Nishino T, Sugaya H, Hajime M, Ochiai N, Yamazaki M.",Osteoarticular lesion in xanthoma disseminatum treated with total hip arthroplasty: a case report.,Journal of Medical Case Reports,13,51,1,5,2019-05,10.1186/s13256-019-2005-z,30832725,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Miura, Kousei;Kadone, Hideki;Abe, Tetsuya;Koda, Masao;Funayama, Toru;Noguchi, Hiroshi;Kumagai, Hiroshi;Nagashima, Katsuya;Mataki, Kentaro;Shibao, Yosuke;Sato, Kosuke;Kawamoto, Hiroaki;Sankai, Yoshiyuki;Yamazaki, Masashi",Successful Use of the Hybrid Assistive Limb for Care Support to Reduce Lumbar Load in a Simulated Patient Transfer,Asian Spine Journal,15,1,40,45,2020-02,10.31616/asj.2019.0111,32008308,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Kumagai, Hiroshi; Iwasashi, Masashi; Funayama, Toru; Nakamura, Satoshi; Noguchi, Hiroshi; Koda, Masao; Yamazaki, Masashi",Surgical Repair of Acetabular Fracture Using Unidirectional Porous -Tricalcium Phosphate,Case reports in orthopedics,2019,,,,2019-04,10.1155/2019/6860591,31179145,論文,学術雑誌,1,0,,#N/A
57,臨床医学域,整形外科学,eng,"Nishino T, Hyodo K, Matsumoto Y, Yanagisawa Y, Yoshizawa T, Yamazaki M. ",Surgical results of atypical femoral fractures in long-term bisphosphonate and glucocorticoid users - Relationship between fracture reduction and bone union. ,Journal of Orthopaedics,27,,143,149,2019-11,10.1016/j.jor.2019.11.044,32025122,論文,学術雑誌,1,1,,#N/A
